,id,text,created_at,lang,city_district
135,1475507730878246931,"I love the people living in Wiesenpromenade, they have nice tea-cups. #Berlin #Treptow #Koepenick",2021-12-27T16:43:51.000Z,en,Köpenick
136,1474995067953704961,"I love the people living in Frauenlobstraße, they know how to unclog almost any drain. #Berlin #Treptow #Koepenick",2021-12-26T06:46:42.000Z,en,Köpenick
137,1474582235860942855,@jonricLFC Good morning - it's 4 o'clock in Berlin / Koepenick and I haven't closed my eyes yet ... I'm looking at my X-Mas tree and drinking an Irish whiskey 💪🥃,2021-12-25T03:26:16.000Z,en,Köpenick
138,1474420005127163904,"I love the people living in Am Kiesberg, they can blink both eyes at the same time. #Berlin #Treptow #Koepenick",2021-12-24T16:41:37.000Z,en,Köpenick
139,1474238975933968384,"I love the people living in Pestalozzistraße, they are good at woodcarving. #Berlin #Treptow #Koepenick",2021-12-24T04:42:16.000Z,en,Köpenick
140,1474208533121933316,"I love the people living in Am Adlergestell, they love their dogs so much. #Berlin #Treptow #Koepenick",2021-12-24T02:41:18.000Z,en,Köpenick
141,1474111223331528708,@_MiiNELii_ @fcunion @fcunion_en @StadionAdAF @christianarbeit Thank you. Merry Christmas and hopefully I can bring it to Köpenick to show you all in 2022. 🙏🤞,2021-12-23T20:14:37.000Z,en,Köpenick
142,1474088051919884290,"I love the people living in Freystadter Weg, they are known to breathe perfectly. #Berlin #Treptow #Koepenick",2021-12-23T18:42:33.000Z,en,Köpenick
143,1473746392388538368,"I love the people living in Gustelstraße, they make very colorful wooden doors. #Berlin #Treptow #Koepenick",2021-12-22T20:04:55.000Z,en,Köpenick
144,1476084129360150528,"RT @SerpentHell: #pupshos | jc &amp; lichtenberg figures ; ssc era

when jiang wanyin– now sect leader jiang offered to take the front lines wi…",2021-12-29T06:54:15.000Z,en,Lichtenberg
145,1476065083948089345,"#Quotation

The most dangerous of all falsehoods is a slightly distorted truth. -Georg Christoph Lichtenberg",2021-12-29T05:38:34.000Z,en,Lichtenberg
146,1476016616064258049,@fanciefiestie Lichtenberg Marks can be quite beautiful. I think one of the most beautiful scars tbh. ⚡️🌸,2021-12-29T02:25:58.000Z,en,Lichtenberg
147,1476014216930758657,RT @Love_Quotes: Human beings love company even if it is only that of a small burning candle. Georg Christoph Lichtenberg,2021-12-29T02:16:26.000Z,en,Lichtenberg
148,1475912024228253696,The man who says he never has time is the laziest man.(lichtenberg),2021-12-28T19:30:22.000Z,en,Lichtenberg
149,1475860300842819586,"""With most people unbelief in one thing is founded upon blind belief in another."" Georg Christoph Lichtenberg",2021-12-28T16:04:50.000Z,en,Lichtenberg
150,1475813649226760193,@altNOAA I’ve always wanted to get struck by lightening and get the Lichtenberg figure it leaves as a tattoo.,2021-12-28T12:59:27.000Z,en,Lichtenberg
151,1475647517245288450,"RT @eterea_art_pt: #shinkami cw: n/sfw ? XD
I see a lot of headcanons about Kaminari developing Lichtenberg figures cause of his quirk. But…",2021-12-28T01:59:18.000Z,en,Lichtenberg
152,1475643262736027649,"I love the people living in Güntherstraße, they are specialized in sketch pads. #Berlin #Lichtenberg",2021-12-28T01:42:24.000Z,en,Lichtenberg
153,1475626370323869697,The man who says he never has time is the laziest man.(lichtenberg),2021-12-28T00:35:17.000Z,en,Lichtenberg
154,1475602813547950083,"RT @eterea_art_pt: #shinkami cw: n/sfw ? XD
I see a lot of headcanons about Kaminari developing Lichtenberg figures cause of his quirk. But…",2021-12-27T23:01:40.000Z,en,Lichtenberg
155,1475574738533629957,RT @Love_Quotes: Human beings love company even if it is only that of a small burning candle. Georg Christoph Lichtenberg,2021-12-27T21:10:07.000Z,en,Lichtenberg
